atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube.id.full.name,atletas.clube_id,atletas.craque,atletas.entrou_em_campo,atletas.foto,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.pontos_num,atletas.posicao_id,atletas.preco_num,atletas.rodada_id,atletas.slug,atletas.status_id,atletas.variacao_num,A,CA,CV,DE,DP,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PP,PS,SG,V
Samba,Samba,83259,França,2385,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/14/photo_FORMATO_nklnhCk.png,0,0.0,Brice Lauriche Samba,0.0,1,6.0,4,samba,6,0.0,,,,,,,,,,,,,,,,,,,,
Léo Pereira,L. Pereira,83528,Brasil,2318,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/22/photo_FORMATO_7x9u3rR.png,0,0.0,Leonardo Pereira,0.0,3,5.0,4,leo-pereira,6,0.0,,,,,,,,,,,,,,,,,,,,
Murat Yakin,M. Yakin,84061,Suíça,2320,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/13/photo_FORMATO_Et9h3PX.png,3,6.14,Murat Yakın,9.61,6,7.34,4,murat-yakin,7,1.54,,,,,,,,,,,,,,,,,,,,2.0
Álvaro Montero,A. Montero,84702,Colômbia,2373,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/25/photo_FORMATO_GfPhSni.png,0,0.0,Álvaro David Montero Perales,0.0,1,3.0,4,alvaro-montero,6,0.0,,,,,,,,,,,,,,,,,,,,
Rüdiger,Rüdiger,84774,Alemanha,2384,0.8418278948,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_SmmuD4Y.png,4,0.5,Antonio Rüdiger,-0.3,3,5.98,4,rudiger,6,-0.9,,,,,,1.0,1.0,,1.0,,,,,,,,,,,
Khedira,Khedira,84783,Tunísia,2337,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_mAM3nXN.png,3,0.37,Rani Khedira,0.0,4,3.08,4,khedira,6,0.0,,1.0,,,,2.0,3.0,,,,,,,,,,,,,
Rudi Garcia,R. Garcia,84808,Bélgica,2392,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/13/photo_220x220_Abq23ol.png,4,6.48,Rudi Garcia,6.95,6,8.59,4,rudi-garcia,7,0.3,,,,,,,,,,,,,,,,,,,,2.0
Varela,Varela,84816,Uruguai,2356,0.7,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_WDPS3G9.png,3,1.23,Guillermo Varela Olivera,0.0,2,4.34,4,varela,6,0.0,,1.0,,,,3.0,1.0,,,1.0,,,,,,,,,,
Schöpf,Schöpf,84968,Áustria,2391,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO.png,0,0.0,Alessandro André Schöpf - Schoepf,0.0,4,4.0,4,schopf,6,0.0,,,,,,,,,,,,,,,,,,,,
Digne,Digne,84989,França,2385,0.8163078326,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/14/photo_FORMATO_hc9ycNY.png,2,5.55,Lucas Digne,6.4,2,8.9,4,digne,2,0.79,,,,,,,2.0,1.0,,1.0,,,,,,,,,2.0,
Maignan,Maignan,84990,França,2385,0.7922746691,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/08/photo_FORMATO_fZfpvOU.png,4,6.47,Mike Peterson Maignan,10.2,1,11.76,4,maignan,7,0.76,,,,8.0,1.0,,,,,1.0,,,,2.0,,,,,2.0,
Sanabria,Sanabria,85035,Paraguai,2354,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_QrRlWGq.png,2,1.85,Arnaldo Antonio Sanabria Ayala,3.5,5,3.9,4,sanabria,6,0.6,,,,,,2.0,1.0,,,2.0,,,,,,,,,,
Locadia,Locadia,85044,Curaçao,3221,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/18/photo_FORMATO_wnZPa4n.png,3,0.63,Jürgen Leonardo Locadia - Juergen,0.0,5,2.25,4,locadia,6,0.0,,,,,,1.0,3.0,,,3.0,,,,,2.0,,,,,
Memphis,Memphis,85048,Holanda,2381,0.823439485,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_1IujOb8.png,3,1.57,Memphis Depay,0.0,5,7.11,4,memphis,6,0.0,1.0,1.0,,,,,1.0,,,2.0,,,,,,,,,,
Brenet,Brenet,85050,Curaçao,3221,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/18/photo_FORMATO_kQWlRh2.png,2,5.7,Joshua Benjamin Brenet,0.0,2,5.2,4,brenet,6,0.0,,,,,,4.0,,,,1.0,,,,,1.0,,,,1.0,
José Giménez,J. Giménez,85056,Uruguai,2356,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_DZKlxoJ.png,0,0.0,José María Giménez de Vargas,0.0,3,7.0,4,jose-gimenez,6,0.0,,,,,,,,,,,,,,,,,,,,
De Bruyne,D. Bruyne,85084,Bélgica,2392,0.9833233712,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/20/photo_FORMATO_knZfcN9.png,4,6.25,Kevin De Bruyne,0.8,4,11.29,4,de-bruyne,7,-1.88,,,,,,3.0,,2.0,7.0,3.0,1.0,1.0,,,,,,,,
Maty Ryan,M. Ryan,85128,Austrália,2333,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_MCDN6nE.png,0,0.0,Mathew David Ryan,0.0,1,5.0,4,maty-ryan,6,0.0,,,,,,,,,,,,,,,,,,,,
Van Dijk,V. Dijk,85181,Holanda,2381,0.8982089264,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/15/photo_FORMATO.png,4,4.65,Virgil van Dijk,1.5,3,9.97,4,van-dijk,7,-1.15,1.0,,,,,3.0,2.0,1.0,,1.0,,1.0,,,,,,,,
Mojica,Mojica,85190,Colômbia,2373,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/25/photo_FORMATO_wpJ3sQx.png,0,0.0,Johan Andrés Mojica Palacio,0.0,2,7.0,4,mojica,6,0.0,,,,,,,,,,,,,,,,,,,,
Mina,Mina,85241,Colômbia,2373,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/25/photo_220x220_g1OVr32.png,0,0.0,Yerry Fernando Mina González,0.0,3,6.0,4,mina,6,0.0,,,,,,,,,,,,,,,,,,,,
Córdoba,Córdoba,85684,Colômbia,2373,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/25/photo_FORMATO_T0MRh1X.png,1,2.4,Jhon Andrés Córdoba Copete,0.0,5,5.75,4,cordoba,6,0.0,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,
Ayhan,Ayhan,85788,Turquia,2328,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_fPbttZr.png,1,9.5,Kaan Ayhan,0.0,4,6.6,4,ayhan,6,0.0,,,,,,1.0,,,,,,1.0,,,,,,,,
Nordfeldt,Nordfeldt,85889,Suécia,2368,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/11/photo_FORMATO_vQb2GSX.png,2,-1.05,Bo Kristoffer Nordfeldt,0.0,1,2.87,4,nordfeldt,6,0.0,,,,3.0,,,,,,,,,,6.0,,,,,,
Hossam Hassan,H. Hassan,85914,Egito,2324,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/13/photo_FORMATO_UF7bunh.png,4,5.22,Hossam Hassan,3.22,6,6.24,4,hossam-hassan,7,0.18,,,,,,,,,,,,,,,,,,,,1.0
Stones,Stones,85995,Inglaterra,2370,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_btJR6Nb.png,2,0.1,John Stones,0.0,3,4.37,4,stones,6,-0.54,,,,,,,1.0,,,1.0,,,,,,,,,,
Placide,Placide,86008,Haiti,2334,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_75NVHig.png,3,2.63,Johny Placide - Johnny,0.0,1,3.66,4,placide,6,0.0,,1.0,,13.0,,,,,,,,,,8.0,,,,,,
Mandi,Mandi,86013,Argélia,2338,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_DmKHum5.png,4,2.0,Aïssa Mandi,3.0,3,4.9,4,mandi,6,0.25,,,,,,4.0,,,,4.0,,,,,,,,,,
Lucas Hernández,L. Hernández,86038,França,2385,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/14/photo_FORMATO_dNG8mes.png,0,0.0,Lucas François Bernard Hernández Pi,0.0,3,9.0,4,lucas-hernandez,6,0.0,,,,,,,,,,,,,,,,,,,,
Tah,Tah,86213,Alemanha,2384,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_R0nD4cj.png,4,0.43,Jonathan Glao Tah,0.6,3,5.42,4,tah,6,-0.6,,,,,,1.0,5.0,1.0,,1.0,,,,,,,,,,
Calhanoglu,Calhanoglu,86214,Turquia,2328,0.812987919,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_X1Odp0n.png,2,5.75,Hakan Çalhanoğlu,0.0,4,12.57,4,calhanoglu,6,0.0,,,,,,4.0,2.0,2.0,4.0,1.0,,,,,,,,,,
Gana Gueye,G. Gueye,86256,Senegal,2347,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/21/photo_FORMATO_cgaxqzg.png,4,4.0,Idrissa Gana Gueye,3.5,4,6.59,4,gana-gueye,6,-0.11,,,,,,8.0,2.0,1.0,3.0,2.0,,,,,,,,,,
Ryan Mendes,R. Mendes,86260,Cabo Verde,3201,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/28/photo_FORMATO_Dk8BUYu.png,4,2.52,Ryan Isaac Mendes da Graça,5.8,5,3.69,4,ryan-mendes,7,0.9,1.0,,,,,2.0,1.0,,2.0,2.0,,,,,2.0,,,,,
Widmer,Widmer,86847,Suíça,2320,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_VOPhURD.png,2,4.0,Silvan Dominic Widmer,8.0,2,5.82,4,widmer,6,1.73,,,,,,2.0,,,,,,,,,,,,,1.0,
Bruno Fernandes,B. Fernandes,86849,Portugal,2390,0.9198917444,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/19/photo_FORMATO_1cXfwXU.png,4,6.55,Bruno Miguel Borges Fernandes,5.2,4,16.73,4,bruno-fernandes,7,-0.47,1.0,,,,,8.0,2.0,3.0,4.0,6.0,,,,,,,,,,
Bentaleb,Bentaleb,87094,Argélia,2338,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_PrTdj4s.png,4,1.73,Nabil Bentaleb,0.9,4,4.73,4,bentaleb,6,-0.2,,,,,,4.0,2.0,,,3.0,,,,,,,,,,
Masuaku,Masuaku,87416,RD Congo,3184,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_uEIT3mR.png,3,3.67,Fuka-Arthur Masuaku Kawela - Arthur Fuka,3.0,2,5.77,4,masuaku,6,0.16,1.0,,,,,3.0,,,,3.0,,,,,,,,,,
Baumann,Baumann,87553,Alemanha,2384,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/11/photo_FORMATO_bNUezuX.png,0,0.0,Oliver Baumann,0.0,1,5.0,4,baumann,6,0.0,,,,,,,,,,,,,,,,,,,,
Williams,Williams,87588,África do Sul,2358,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_1yTtR6c.png,2,4.75,Ronwen Hayden Williams,0.0,1,5.27,4,williams,6,0.0,,,,5.0,,,,,,,,,,2.0,,,,,1.0,
Garry Rodrigues,G. Rodrigues,87722,Cabo Verde,3201,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/28/photo_FORMATO_Wc9o604.png,2,0.65,Garry Mendes Rodrigues,0.0,5,3.11,4,garry-rodrigues,6,0.0,,,,,,1.0,,,,,,,,,2.0,,,,,
Goretzka,Goretzka,87771,Alemanha,2384,0.8545384061,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_o4Q7C3u.png,3,1.0,Leon Christoph Goretzka,0.0,4,7.39,4,goretzka,6,-0.89,,,,,,2.0,,,,,,,,,,,,,,
Burn,Burn,87792,Inglaterra,2370,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_Vd5z8Z9.png,0,0.0,Daniel Johnson Burn,0.0,3,7.0,4,burn,6,0.0,,,,,,,,,,,,,,,,,,,,
Arrascaeta,Arrascaeta,87863,Uruguai,2356,0.7317458998,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_1JFqZM6.png,0,0.0,Giorgian Daniel de Arrascaeta Benedetti,0.0,4,10.0,4,arrascaeta,6,0.0,,,,,,,,,,,,,,,,,,,,
Balbuena,Balbuena,87887,Paraguai,2354,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_q7rufWD.png,0,0.0,Fabián Cornelio Balbuena González,0.0,3,4.0,4,balbuena,6,0.0,,,,,,,,,,,,,,,,,,,,
Stanek,Stanek,87983,República Tcheca,2352,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_220x220_SLmEWgL.png,0,0.0,Jindřich Staněk - Jindrich,0.0,1,4.0,4,stanek,6,0.0,,,,,,,,,,,,,,,,,,,,
Leandro Bacuna,L. Bacuna,88045,Curaçao,3221,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/18/photo_FORMATO_Prwqwfb.png,3,2.33,Leandro Jones Johan Bacuna,0.0,4,4.04,4,leandro-bacuna,6,0.0,,1.0,,,,2.0,3.0,1.0,4.0,3.0,,,,,,,,,,
Thomas Tuchel,T. Tuchel,88108,Inglaterra,2370,0.7,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/22/photo_FORMATO.png,4,7.81,Thomas Tuchel,6.14,6,10.9,4,thomas-tuchel,7,-0.11,,,,,,,,,,,,,,,,,,,,3.0
Junior Alonso,J. Alonso,88312,Paraguai,2354,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_U9M2pwF.png,4,5.98,Júnior Osmar Ignacio Alonso Mujica,6.6,3,7.46,4,junior-alonso,7,0.78,,1.0,,,,9.0,4.0,1.0,,3.0,,,,,1.0,,,,2.0,
Almirón,Almirón,88320,Paraguai,2354,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_fxQ75JR.png,3,1.57,Miguel Ángel Almirón Rejala,6.8,4,5.6,4,almiron,7,1.38,,1.0,1.0,,,4.0,2.0,,1.0,5.0,,,,,,,,,,
Bakambu,Bakambu,88472,RD Congo,3184,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_i3o6NUV.png,2,0.7,Cédric Bakambu,0.0,5,3.82,4,bakambu,6,0.0,,,,,,,1.0,,2.0,1.0,,,,,4.0,,,,,
Hervé Renard,H. Renard,88473,Tunísia,2337,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/18/photo_FORMATO.png,2,4.15,Hervé Jean Marie Roger Renard,0.0,6,4.35,4,herve-renard,6,0.0,,,,,,,,,,,,,,,,,,,,
Steven Moreira,S. Moreira,88559,Cabo Verde,3201,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/28/photo_FORMATO_USa1SlM.png,4,3.5,Steven Moreira,1.0,2,4.33,4,steven-moreira,7,-0.42,,,,,,2.0,,,,2.0,,,,,,,,,2.0,
Mario Pasalic,M. Pasalic,88676,Croácia,2379,0.8599830622,True,https://s.sde.globo.com/media/person_role/2026/05/18/photo_FORMATO_95wxTYC.png,3,0.8,Mario Pašalić,0.7,4,4.81,4,mario-pasalic,6,-0.45,,,,,,,1.0,1.0,2.0,,,,,,1.0,,,,,
Leckie,Leckie,88735,Austrália,2333,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_Dw7GQGl.png,1,1.0,Mathew Allan Leckie,0.0,4,4.4,4,leckie,6,0.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,,
Mahrez,Mahrez,88745,Argélia,2338,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/28/photo_FORMATO.png,4,7.82,Riyad Karim Mahrez,0.9,5,10.35,4,mahrez,6,-2.13,1.0,,,,,4.0,1.0,1.0,,7.0,,2.0,,,1.0,,,,,
Jahanbakhsh,Jahanbakhsh,88775,Irã,2336,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_LyHzfaS.png,2,0.85,Alireza Jahanbakhsh Jirandeh,0.0,4,3.22,4,jahanbakhsh,6,0.0,,,,,,1.0,2.0,,1.0,,,,,,,,,,,
Velázquez,Velázquez,88878,Paraguai,2354,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_ODfMgdH.png,3,3.33,Víctor Gustavo Velázquez Ramos,0.0,2,4.38,4,velazquez,7,0.0,,,,,,,,,,,,,,,,,,,2.0,
Grimaldo,Grimaldo,88914,Espanha,2326,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_IHMvPSX.png,0,0.0,Alejandro Grimaldo García - Álex,0.0,2,10.0,4,grimaldo,6,0.0,,,,,,,,,,,,,,,,,,,,
Koulibaly,Koulibaly,88931,Senegal,2347,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_TM9F5Q2.png,2,0.75,Kalidou Koulibaly,0.0,3,7.21,4,koulibaly,6,0.0,,,,,,1.0,,,,,,,,,,,,,,
Ronald Koeman,R. Koeman,89016,Holanda,2381,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/13/photo_FORMATO_8zm3uAf.png,4,6.07,Ronald Koeman,3.86,6,7.74,4,ronald-koeman,7,-0.07,,,,,,,,,,,,,,,,,,,,2.0
Dibu Martínez,D. Martínez,89019,Argentina,2357,0.7,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/19/photo_FORMATO.png,4,3.05,Damián Emiliano Martínez Romero,1.9,1,9.43,4,dibu-martinez,7,-0.32,,,,4.0,,,,,,,,,,3.0,,,,,2.0,
Julen Lopetegui,J. Lopetegui,89086,Catar,3238,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/13/photo_FORMATO_sPwTVaB.png,2,2.71,Julen Lopetegui Argote,0.0,6,5.58,4,julen-lopetegui,6,0.0,,,,,,,,,,,,,,,,,,,,
Rúben Neves,R. Neves,89091,Portugal,2390,0.8879209473,True,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_qVsO2L6.png,2,0.8,Rúben Diogo da Silva Neves,0.0,4,9.15,4,ruben-neves,6,-1.22,,,,,,,,,2.0,,,,,,,,,,,
Reece James,R. James,89152,Inglaterra,2370,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_oz1l4w6.png,2,2.35,Reece Lewis James,0.0,2,8.01,4,reece-james,5,0.0,,,,,,,1.0,,,,,,,,,,,,1.0,
Sané,Sané,89161,Alemanha,2384,0.7,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_6kvtzkx.png,4,3.65,Leroy Aziz Sané,0.7,4,7.26,4,sane,6,-1.22,,,,,,2.0,3.0,1.0,3.0,2.0,,1.0,,,1.0,,,,,
Rulli,Rulli,89164,Argentina,2357,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/30/photo_FORMATO_TY5BPaI.png,0,0.0,Gerónimo Rulli,0.0,1,5.0,4,rulli,6,0.0,,,,,,,,,,,,,,,,,,,,
Mané,Mané,89189,Senegal,2347,0.7,True,https://s.sde.globo.com/media/person_role/2026/05/21/photo_FORMATO_cyzVpxj.png,4,6.8,Sadio Mané,3.9,5,13.06,4,mane,6,-0.65,1.0,,,,,7.0,4.0,3.0,2.0,10.0,1.0,,,,3.0,,,,,
Robertson,Robertson,89195,Escócia,2327,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_lVGI9q8.png,3,1.7,Andrew Henry Robertson - Andy,0.0,2,6.54,4,robertson,6,0.0,,1.0,,,,1.0,3.0,,,1.0,,,,,,,,,1.0,
Nyland,Nyland,89236,Noruega,2323,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_9eGKxp1.png,3,1.27,Ørjan Håskjold Nyland - Örjan Haaskjold / Haskjold,4.2,1,3.91,4,nyland,7,0.63,,,,6.0,,,,,,,,,,4.0,,,,,,
Embolo,Embolo,89282,Suíça,2320,0.7676516551,True,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_hrrvL8B.png,3,9.77,Breel Donald Embolo,11.1,5,11.73,4,embolo,7,1.34,1.0,,,,,2.0,5.0,2.0,3.0,4.0,,2.0,,,,,,,,
Georgios Donis,G. Donis,89296,Arábia Saudita,2344,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/13/photo_FORMATO_F67qXrA.png,3,4.44,Georgios Donis,0.0,6,5.39,4,georgios-donis,6,0.0,,,,,,,,,,,,,,,,,,,,
Kanté,Kanté,89329,França,2385,0.8739005842,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/14/photo_FORMATO_NDS897y.png,0,0.0,N'Golo Kanté - Ngolo,0.0,4,11.0,4,kante,6,0.0,,,,,,,,,,,,,,,,,,,,
Bernardo Silva,B. Silva,89432,Portugal,2390,0.7,True,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_wocIUB6.png,3,0.07,Bernardo Mota Veiga de Carvalho e Silva,0.0,4,8.58,4,bernardo-silva,6,-0.99,,1.0,,,,1.0,1.0,,,,,,,,,,,,,
Kramaric,Kramaric,89712,Croácia,2379,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/18/photo_FORMATO_2HzqZQG.png,2,0.0,Andrej Kramarić,0.0,5,6.48,4,kramaric,6,-0.79,,,,,,,,,,,,,,,,,,,,
Sabitzer,Sabitzer,89766,Áustria,2391,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_G5BTYPC.png,4,3.58,Marcel Sabitzer,3.6,4,7.59,4,sabitzer,6,-0.46,,1.0,,,,3.0,2.0,1.0,1.0,3.0,,1.0,,,1.0,,,,,
Davinson Sánchez,D. Sánchez,89825,Colômbia,2373,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/25/photo_FORMATO_jP9wcbV.png,1,5.7,Davinson Sánchez Mina,0.0,3,8.54,4,davinson-sanchez,6,0.0,,,,,,,,,1.0,,,,,,1.0,,,,1.0,
Cubas,Cubas,89843,Paraguai,2354,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_vjduogy.png,4,6.62,Adrián Andrés Cubas,9.7,4,7.87,4,cubas,7,1.02,,1.0,,,,19.0,11.0,,1.0,3.0,,,,,,,,,,
Amiri,Amiri,89889,Alemanha,2384,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_T1S3aKC.png,1,7.0,Nadiem Amiri,0.8,4,7.15,4,amiri,6,-1.48,1.0,,,,,,,1.0,1.0,,,,,,,,,,,
De Paul,D. Paul,89912,Argentina,2357,0.8924586705,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/30/photo_FORMATO_7exxe9P.png,3,4.73,Rodrigo Javier de Paul,1.2,4,10.91,4,de-paul,7,-0.77,1.0,,,,,6.0,1.0,,,1.0,,,,,,,,,,
Ödegaard,Ödegaard,89973,Noruega,2323,0.7,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_V9gok9E.png,3,9.63,Martín Ødegaard,9.4,4,14.65,4,odegaard,7,0.61,3.0,,,,,7.0,3.0,1.0,2.0,3.0,,,,,,,,,,
Skhiri,Skhiri,90043,Tunísia,2337,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_fcS7IPI.png,3,-0.33,Ellyès Joris Skhiri - Ellyes,0.0,4,3.17,4,skhiri,6,0.0,,,,,,1.0,,,,1.0,,,1.0,,,,,,,
Llorente,Llorente,90196,Espanha,2326,0.8056479949,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_SWF9AAd.png,2,11.2,Marcos Llorente Moreno,0.0,2,12.18,4,llorente,2,0.0,1.0,,,,,5.0,2.0,,,1.0,,,,,,,,,2.0,
Diaw,Diaw,90375,Senegal,2347,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/21/photo_FORMATO_gEU4u1f.png,3,2.73,Mory Diaw,1.4,1,3.49,4,diaw,6,-0.36,,,,4.0,,,,,,2.0,,,,3.0,,,,,1.0,
Iñaki Williams,I. Williams,90922,Gana,2375,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_utEna2H.png,1,-1.7,Iñaki Williams Arthuer,0.0,5,6.7,4,inaki-williams,6,0.0,,1.0,,,,,2.0,,,,,,,,1.0,,,,,
Kaku Romero,K. Romero,91090,Paraguai,2354,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_0eU3Ldy.png,1,0.2,Alejandro Sebastián Romero Gamarra,0.0,4,4.91,4,kaku-romero,6,0.0,,,,,,,1.0,,,1.0,,,,,,,,,,
Behich,Behich,91458,Austrália,2333,0.0,True,https://s.sde.globo.com/media/person_role/2026/06/03/photo_220x220_b76U7rQ.png,3,6.8,Aziz Eraltay Behich,6.7,2,7.06,4,behich,6,0.65,,,,,,5.0,1.0,1.0,,4.0,,,,,,,,,2.0,
Bongonda,Bongonda,91635,RD Congo,3184,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/18/photo_FORMATO_DMf3net.png,2,1.4,Théo Bongonda Mbul'Ofeko Batombo - Mbulofeko,0.5,5,2.98,4,bongonda,6,-0.28,,,,,,1.0,,,1.0,1.0,,,,,,,,,,
Bentancur,Bentancur,91886,Uruguai,2356,0.8568602597,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_FuzLlpd.png,3,4.33,Rodrigo Bentancur Colmán,0.0,4,6.45,4,bentancur,6,0.0,,1.0,,,,8.0,7.0,,2.0,5.0,,,,,,,,,,
Musso,Musso,91956,Argentina,2357,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/30/photo_FORMATO_aYJlf5p.png,0,0.0,Juan Agustín Musso,0.0,1,6.0,4,musso,6,0.0,,,,,,,,,,,,,,,,,,,,
Crépeau,Crépeau,92088,Canadá,2361,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_igNETok.png,2,1.85,Maxime Crépeau,0.0,1,4.45,4,crepeau,7,0.0,,,,4.0,,1.0,,,,,,,,3.0,,,,,,
Escobar,Escobar,92112,Panamá,3062,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_JevugWa.png,1,4.2,Fidel Escobar Mendieta,0.0,3,4.74,4,escobar,6,0.0,,,,,,3.0,1.0,,,,,,,,,,,,,
Bárcenas,Bárcenas,92118,Panamá,3062,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_yed6utB.png,1,0.2,Edgar Yoel Bárcenas Herrera,0.0,4,4.16,4,barcenas,6,0.0,,,,,,,1.0,,,1.0,,,,,,,,,,
