atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube.id.full.name,atletas.clube_id,atletas.craque,atletas.entrou_em_campo,atletas.foto,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.pontos_num,atletas.posicao_id,atletas.preco_num,atletas.rodada_id,atletas.slug,atletas.status_id,atletas.variacao_num,A,CA,CV,DE,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PP,PS,SG,V
Álvaro Montero,A. Montero,84702,Colômbia,2373,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/25/photo_FORMATO_GfPhSni.png,0,0.0,Álvaro David Montero Perales,0.0,1,3.0,2,alvaro-montero,6,0.0,,,,,,,,,,,,,,,,,,,
Rüdiger,Rüdiger,84774,Alemanha,2384,0.8418278948,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_SmmuD4Y.png,2,0.4,Antonio Rüdiger,0.8,3,7.68,2,rudiger,7,-1.2,,,,,,,,1.0,,,,,,,,,,,
Khedira,Khedira,84783,Tunísia,2337,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_mAM3nXN.png,2,0.85,Rani Khedira,1.5,4,3.84,2,khedira,7,-0.27,,1.0,,,2.0,1.0,,,,,,,,,,,,,
Rudi Garcia,R. Garcia,84808,Bélgica,2392,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/13/photo_220x220_Abq23ol.png,2,4.67,Rudi Garcia,5.65,6,7.24,2,rudi-garcia,7,0.31,,,,,,,,,,,,,,,,,,,
Varela,Varela,84816,Uruguai,2356,0.7,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_WDPS3G9.png,2,2.1,Guillermo Varela Olivera,1.5,2,5.21,2,varela,7,-0.57,,,,,3.0,1.0,,,,,,,,,,,,,
Schöpf,Schöpf,84968,Áustria,2391,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO.png,0,0.0,Alessandro André Schöpf - Schoepf,0.0,4,4.0,2,schopf,6,0.0,,,,,,,,,,,,,,,,,,,
Digne,Digne,84989,França,2385,0.8163078326,True,https://s.sde.globo.com/media/person_role/2026/05/14/photo_FORMATO_g0RZSAI.png,1,4.7,Lucas Digne,4.7,2,8.11,2,digne,6,0.11,,,,,,1.0,,,,,,,,,,,,1.0,
Maignan,Maignan,84990,França,2385,0.7922746691,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/08/photo_FORMATO_fZfpvOU.png,2,3.55,Mike Peterson Maignan,5.0,1,10.71,2,maignan,7,-0.51,,,,2.0,,,,,1.0,,,,1.0,,,,,1.0,
Sanabria,Sanabria,85035,Paraguai,2354,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_QrRlWGq.png,1,0.2,Arnaldo Antonio Sanabria Ayala,0.0,5,3.3,2,sanabria,7,0.0,,,,,,1.0,,,1.0,,,,,,,,,,
Locadia,Locadia,85044,Curaçao,3221,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/18/photo_FORMATO_wnZPa4n.png,2,1.1,Jürgen Leonardo Locadia - Juergen,0.0,5,2.64,2,locadia,2,-0.54,,,,,1.0,2.0,,,3.0,,,,,2.0,,,,,
Memphis,Memphis,85048,Holanda,2381,0.823439485,True,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_1IujOb8.png,2,2.35,Memphis Depay,6.0,5,8.68,2,memphis,7,0.25,1.0,1.0,,,,1.0,,,2.0,,,,,,,,,,
Brenet,Brenet,85050,Curaçao,3221,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/18/photo_FORMATO_kQWlRh2.png,1,9.5,Joshua Benjamin Brenet,9.5,2,5.73,2,brenet,7,2.73,,,,,3.0,,,,,,,,,,,,,1.0,
José Giménez,J. Giménez,85056,Uruguai,2356,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_DZKlxoJ.png,0,0.0,José María Giménez de Vargas,0.0,3,7.0,2,jose-gimenez,6,0.0,,,,,,,,,,,,,,,,,,,
De Bruyne,D. Bruyne,85084,Bélgica,2392,0.9833233712,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/20/photo_FORMATO_knZfcN9.png,2,5.15,Kevin De Bruyne,3.8,4,11.61,2,de-bruyne,7,-1.14,,,,,2.0,,1.0,2.0,3.0,1.0,,,,,,,,,
Maty Ryan,M. Ryan,85128,Austrália,2333,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_MCDN6nE.png,0,0.0,Mathew David Ryan,0.0,1,5.0,2,maty-ryan,6,0.0,,,,,,,,,,,,,,,,,,,
Van Dijk,V. Dijk,85181,Holanda,2381,0.8982089264,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/15/photo_FORMATO.png,2,4.6,Virgil van Dijk,1.2,3,10.66,2,van-dijk,7,-1.8,,,,,1.0,1.0,,,,,1.0,,,,,,,,
Mojica,Mojica,85190,Colômbia,2373,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/25/photo_FORMATO_wpJ3sQx.png,0,0.0,Johan Andrés Mojica Palacio,0.0,2,7.0,2,mojica,7,0.0,,,,,,,,,,,,,,,,,,,
Mina,Mina,85241,Colômbia,2373,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/25/photo_220x220_g1OVr32.png,0,0.0,Yerry Fernando Mina González,0.0,3,6.0,2,mina,6,0.0,,,,,,,,,,,,,,,,,,,
Córdoba,Córdoba,85684,Colômbia,2373,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/25/photo_FORMATO_T0MRh1X.png,0,0.0,Jhon Andrés Córdoba Copete,0.0,5,6.0,2,cordoba,6,0.0,,,,,,,,,,,,,,,,,,,
Ayhan,Ayhan,85788,Turquia,2328,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_fPbttZr.png,0,0.0,Kaan Ayhan,0.0,4,4.0,2,ayhan,6,0.0,,,,,,,,,,,,,,,,,,,
Nordfeldt,Nordfeldt,85889,Suécia,2368,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/11/photo_FORMATO_vQb2GSX.png,2,-1.05,Bo Kristoffer Nordfeldt,-3.7,1,2.87,2,nordfeldt,7,-1.72,,,,3.0,,,,,,,,,6.0,,,,,,
Hossam Hassan,H. Hassan,85914,Egito,2324,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/13/photo_FORMATO_UF7bunh.png,2,7.11,Hossam Hassan,9.43,6,6.49,2,hossam-hassan,7,1.6,,,,,,,,,,,,,,,,,,,1.0
Stones,Stones,85995,Inglaterra,2370,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_btJR6Nb.png,1,0.2,John Stones,0.0,3,4.91,2,stones,2,0.0,,,,,,1.0,,,1.0,,,,,,,,,,
Placide,Placide,86008,Haiti,2334,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_75NVHig.png,2,0.6,Johny Placide - Johnny,-0.4,1,2.38,2,placide,7,-0.6,,,,4.0,,,,,,,,,4.0,,,,,,
Mandi,Mandi,86013,Argélia,2338,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_DmKHum5.png,2,2.25,Aïssa Mandi,1.5,3,5.29,2,mandi,7,-0.59,,,,,2.0,,,,3.0,,,,,,,,,,
Lucas Hernández,L. Hernández,86038,França,2385,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/14/photo_FORMATO_dNG8mes.png,0,0.0,Lucas François Bernard Hernández Pi,0.0,3,9.0,2,lucas-hernandez,6,0.0,,,,,,,,,,,,,,,,,,,
Tah,Tah,86213,Alemanha,2384,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_R0nD4cj.png,2,-0.05,Jonathan Glao Tah,0.5,3,6.76,2,tah,6,-1.11,,,,,,2.0,,,1.0,,,,,,,,,,
Calhanoglu,Calhanoglu,86214,Turquia,2328,0.812987919,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_X1Odp0n.png,2,5.75,Hakan Çalhanoğlu,7.3,4,12.57,2,calhanoglu,7,-0.19,,,,,4.0,2.0,2.0,4.0,1.0,,,,,,,,,,
Gana Gueye,G. Gueye,86256,Senegal,2347,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/21/photo_FORMATO_cgaxqzg.png,2,3.5,Idrissa Gana Gueye,5.8,4,6.6,2,gana-gueye,7,0.53,,,,,4.0,1.0,,1.0,1.0,,,,,,,,,,
Ryan Mendes,R. Mendes,86260,Cabo Verde,3201,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/28/photo_FORMATO_Dk8BUYu.png,2,0.8,Ryan Isaac Mendes da Graça,0.0,5,2.48,2,ryan-mendes,7,-0.5,,,,,,,,1.0,2.0,,,,,2.0,,,,,
Widmer,Widmer,86847,Suíça,2320,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_VOPhURD.png,0,0.0,Silvan Dominic Widmer,0.0,2,5.0,2,widmer,7,0.0,,,,,,,,,,,,,,,,,,,
Bruno Fernandes,B. Fernandes,86849,Portugal,2390,0.9198917444,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/19/photo_FORMATO_1cXfwXU.png,2,9.0,Bruno Miguel Borges Fernandes,11.7,4,19.72,2,bruno-fernandes,7,-0.22,1.0,,,,6.0,2.0,1.0,3.0,2.0,,,,,,,,,,
Bentaleb,Bentaleb,87094,Argélia,2338,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_PrTdj4s.png,2,3.0,Nabil Bentaleb,1.5,4,5.7,2,bentaleb,7,-0.7,,,,,3.0,,,,3.0,,,,,,,,,,
Masuaku,Masuaku,87416,RD Congo,3184,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_uEIT3mR.png,1,5.5,Fuka-Arthur Masuaku Kawela - Arthur Fuka,0.0,2,5.94,2,masuaku,7,0.0,1.0,,,,,,,,1.0,,,,,,,,,,
Baumann,Baumann,87553,Alemanha,2384,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/11/photo_FORMATO_bNUezuX.png,0,0.0,Oliver Baumann,0.0,1,5.0,2,baumann,7,0.0,,,,,,,,,,,,,,,,,,,
Williams,Williams,87588,África do Sul,2358,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_1yTtR6c.png,1,1.9,Ronwen Hayden Williams,0.0,1,3.89,2,williams,7,0.0,,,,3.0,,,,,,,,,2.0,,,,,,
Garry Rodrigues,G. Rodrigues,87722,Cabo Verde,3201,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/28/photo_FORMATO_Wc9o604.png,1,1.5,Garry Mendes Rodrigues,1.5,5,3.76,2,garry-rodrigues,7,-0.24,,,,,1.0,,,,,,,,,,,,,,
Goretzka,Goretzka,87771,Alemanha,2384,0.8545384061,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_o4Q7C3u.png,2,1.5,Leon Christoph Goretzka,1.5,4,8.28,2,goretzka,7,-1.12,,,,,2.0,,,,,,,,,,,,,,
Burn,Burn,87792,Inglaterra,2370,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_Vd5z8Z9.png,0,0.0,Daniel Johnson Burn,0.0,3,7.0,2,burn,6,0.0,,,,,,,,,,,,,,,,,,,
Arrascaeta,Arrascaeta,87863,Uruguai,2356,0.7317458998,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_1JFqZM6.png,0,0.0,Giorgian Daniel de Arrascaeta Benedetti,0.0,4,10.0,2,arrascaeta,5,0.0,,,,,,,,,,,,,,,,,,,
Balbuena,Balbuena,87887,Paraguai,2354,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_q7rufWD.png,0,0.0,Fabián Cornelio Balbuena González,0.0,3,4.0,2,balbuena,6,0.0,,,,,,,,,,,,,,,,,,,
Stanek,Stanek,87983,República Tcheca,2352,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_220x220_SLmEWgL.png,0,0.0,Jindřich Staněk - Jindrich,0.0,1,4.0,2,stanek,6,0.0,,,,,,,,,,,,,,,,,,,
Leandro Bacuna,L. Bacuna,88045,Curaçao,3221,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/18/photo_FORMATO_Prwqwfb.png,2,2.1,Leandro Jones Johan Bacuna,0.4,4,3.86,2,leandro-bacuna,7,-0.68,,1.0,,,1.0,3.0,1.0,3.0,2.0,,,,,,,,,,
Thomas Tuchel,T. Tuchel,88108,Inglaterra,2370,0.7,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/22/photo_FORMATO.png,2,7.37,Thomas Tuchel,5.96,6,10.08,2,thomas-tuchel,7,-0.22,,,,,,,,,,,,,,,,,,,1.0
Junior Alonso,J. Alonso,88312,Paraguai,2354,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_U9M2pwF.png,2,6.3,Júnior Osmar Ignacio Alonso Mujica,7.4,3,6.75,2,junior-alonso,7,0.91,,1.0,,,5.0,1.0,,,3.0,,,,,1.0,,,,1.0,
Almirón,Almirón,88320,Paraguai,2354,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_fxQ75JR.png,2,-1.05,Miguel Ángel Almirón Rejala,-2.8,4,4.22,2,almiron,3,-1.67,,1.0,1.0,,1.0,2.0,,,2.0,,,,,,,,,,
Bakambu,Bakambu,88472,RD Congo,3184,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_i3o6NUV.png,1,1.6,Cédric Bakambu,0.0,5,4.59,2,bakambu,7,0.0,,,,,,1.0,,2.0,1.0,,,,,2.0,,,,,
Hervé Renard,H. Renard,88473,Tunísia,2337,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/18/photo_FORMATO.png,1,4.22,Hervé Jean Marie Roger Renard,4.22,6,3.95,2,herve-renard,7,0.88,,,,,,,,,,,,,,,,,,,
Steven Moreira,S. Moreira,88559,Cabo Verde,3201,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/28/photo_FORMATO_USa1SlM.png,2,4.0,Steven Moreira,3.0,2,4.19,2,steven-moreira,7,0.04,,,,,2.0,,,,,,,,,,,,,1.0,
Mario Pasalic,M. Pasalic,88676,Croácia,2379,0.8599830622,False,https://s.sde.globo.com/media/person_role/2026/05/18/photo_FORMATO_95wxTYC.png,1,0.5,Mario Pašalić,0.0,4,5.83,2,mario-pasalic,7,0.0,,,,,,1.0,,1.0,,,,,,,,,,,
Leckie,Leckie,88735,Austrália,2333,0.0,True,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_Dw7GQGl.png,1,1.0,Mathew Allan Leckie,1.0,4,4.4,2,leckie,6,-0.6,,,,,,1.0,,1.0,1.0,,,,,,,,,,
Mahrez,Mahrez,88745,Argélia,2338,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_dcb4T1G.png,2,5.35,Riyad Karim Mahrez,8.7,5,9.61,2,mahrez,6,0.84,1.0,,,,2.0,,1.0,,3.0,,,,,,,,,,
Jahanbakhsh,Jahanbakhsh,88775,Irã,2336,0.0,True,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_LyHzfaS.png,1,1.7,Alireza Jahanbakhsh Jirandeh,1.7,4,3.83,2,jahanbakhsh,7,-0.17,,,,,1.0,2.0,,1.0,,,,,,,,,,,
Velázquez,Velázquez,88878,Paraguai,2354,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_ODfMgdH.png,2,2.5,Víctor Gustavo Velázquez Ramos,5.0,2,4.02,2,velazquez,6,0.79,,,,,,,,,,,,,,,,,,1.0,
Grimaldo,Grimaldo,88914,Espanha,2326,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_IHMvPSX.png,0,0.0,Alejandro Grimaldo García - Álex,0.0,2,10.0,2,grimaldo,6,0.0,,,,,,,,,,,,,,,,,,,
Koulibaly,Koulibaly,88931,Senegal,2347,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_TM9F5Q2.png,2,0.75,Kalidou Koulibaly,0.0,3,7.21,2,koulibaly,7,-1.38,,,,,1.0,,,,,,,,,,,,,,
Ronald Koeman,R. Koeman,89016,Holanda,2381,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/13/photo_FORMATO_8zm3uAf.png,2,6.88,Ronald Koeman,9.81,6,7.71,2,ronald-koeman,7,1.5,,,,,,,,,,,,,,,,,,,1.0
Dibu Martínez,D. Martínez,89019,Argentina,2357,0.7,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/19/photo_FORMATO.png,2,5.65,Damián Emiliano Martínez Romero,6.3,1,11.85,2,dibu-martinez,7,-0.38,,,,1.0,,,,,,,,,,,,,,2.0,
Julen Lopetegui,J. Lopetegui,89086,Catar,3238,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/13/photo_FORMATO_sPwTVaB.png,1,2.75,Julen Lopetegui Argote,0.0,6,5.8,2,julen-lopetegui,7,0.0,,,,,,,,,,,,,,,,,,,
Rúben Neves,R. Neves,89091,Portugal,2390,0.8879209473,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_qVsO2L6.png,0,0.0,Rúben Diogo da Silva Neves,0.0,4,12.0,2,ruben-neves,6,0.0,,,,,,,,,,,,,,,,,,,
Reece James,R. James,89152,Inglaterra,2370,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_oz1l4w6.png,2,2.35,Reece Lewis James,5.0,2,8.01,2,reece-james,7,0.04,,,,,,1.0,,,,,,,,,,,,1.0,
Sané,Sané,89161,Alemanha,2384,0.7,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_6kvtzkx.png,2,2.4,Leroy Aziz Sané,1.5,4,7.41,2,sane,6,-1.0,,,,,2.0,1.0,,2.0,1.0,,,,,,,,,,
Rulli,Rulli,89164,Argentina,2357,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/30/photo_FORMATO_TY5BPaI.png,0,0.0,Gerónimo Rulli,0.0,1,5.0,2,rulli,6,0.0,,,,,,,,,,,,,,,,,,,
Mané,Mané,89189,Senegal,2347,0.7,True,https://s.sde.globo.com/media/person_role/2026/05/21/photo_FORMATO_cyzVpxj.png,2,8.25,Sadio Mané,10.8,5,14.57,2,mane,7,0.49,1.0,,,,6.0,2.0,1.0,,4.0,,,,,1.0,,,,,
Robertson,Robertson,89195,Escócia,2327,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_lVGI9q8.png,2,2.55,Andrew Henry Robertson - Andy,0.2,2,7.51,2,robertson,7,-1.45,,1.0,,,1.0,3.0,,,1.0,,,,,,,,,1.0,
Nyland,Nyland,89236,Noruega,2323,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_9eGKxp1.png,2,-0.2,Ørjan Håskjold Nyland - Örjan Haaskjold / Haskjold,0.6,1,3.28,2,nyland,7,-0.41,,,,2.0,,,,,,,,,3.0,,,,,,
Embolo,Embolo,89282,Suíça,2320,0.7676516551,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_hrrvL8B.png,1,8.2,Breel Donald Embolo,0.0,5,9.3,2,embolo,7,0.0,,,,,,2.0,,1.0,,,1.0,,,,,,,,
Georgios Donis,G. Donis,89296,Arábia Saudita,2344,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/13/photo_FORMATO_F67qXrA.png,2,2.85,Georgios Donis,2.44,6,4.25,2,georgios-donis,7,-0.11,,,,,,,,,,,,,,,,,,,
Kanté,Kanté,89329,França,2385,0.8739005842,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/14/photo_FORMATO_NDS897y.png,0,0.0,N'Golo Kanté - Ngolo,0.0,4,11.0,2,kante,6,0.0,,,,,,,,,,,,,,,,,,,
Bernardo Silva,B. Silva,89432,Portugal,2390,0.7,True,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_wocIUB6.png,2,0.1,Bernardo Mota Veiga de Carvalho e Silva,0.0,4,9.57,2,bernardo-silva,6,-1.8,,1.0,,,1.0,1.0,,,,,,,,,,,,,
Kramaric,Kramaric,89712,Croácia,2379,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/18/photo_FORMATO_2HzqZQG.png,1,0.0,Andrej Kramarić,0.0,5,7.27,2,kramaric,6,0.0,,,,,,,,,,,,,,,,,,,
Sabitzer,Sabitzer,89766,Áustria,2391,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_G5BTYPC.png,2,1.5,Marcel Sabitzer,4.0,4,7.56,2,sabitzer,7,-0.17,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,
Davinson Sánchez,D. Sánchez,89825,Colômbia,2373,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/25/photo_FORMATO_jP9wcbV.png,0,0.0,Davinson Sánchez Mina,0.0,3,8.0,2,davinson-sanchez,7,0.0,,,,,,,,,,,,,,,,,,,
Cubas,Cubas,89843,Paraguai,2354,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_vjduogy.png,2,3.4,Adrián Andrés Cubas,2.0,4,5.24,2,cubas,7,-0.46,,,,,6.0,9.0,,,1.0,,,,,,,,,,
Amiri,Amiri,89889,Alemanha,2384,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_T1S3aKC.png,1,6.2,Nadiem Amiri,6.2,4,8.63,2,amiri,7,0.63,1.0,,,,,,1.0,,,,,,,,,,,,
De Paul,D. Paul,89912,Argentina,2357,0.8924586705,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/30/photo_FORMATO_7exxe9P.png,2,6.5,Rodrigo Javier de Paul,3.0,4,11.68,2,de-paul,6,-1.47,1.0,,,,5.0,,,,1.0,,,,,,,,,,
Ödegaard,Ödegaard,89973,Noruega,2323,0.7,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_V9gok9E.png,2,9.75,Martín Ødegaard,10.5,4,14.04,2,odegaard,6,0.43,2.0,,,,4.0,1.0,1.0,2.0,2.0,,,,,,,,,,
Skhiri,Skhiri,90043,Tunísia,2337,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_fcS7IPI.png,2,0.75,Ellyès Joris Skhiri - Ellyes,1.5,4,4.47,2,skhiri,7,-0.37,,,,,1.0,,,,,,,,,,,,,,
Llorente,Llorente,90196,Espanha,2326,0.8056479949,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_SWF9AAd.png,1,8.2,Marcos Llorente Moreno,0.0,2,10.1,2,llorente,6,0.0,,,,,2.0,1.0,,,1.0,,,,,,,,,1.0,
Diaw,Diaw,90375,Senegal,2347,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/21/photo_FORMATO_gEU4u1f.png,1,0.5,Mory Diaw,0.5,1,2.6,2,diaw,2,-0.4,,,,,,,,,1.0,,,,,,,,,,
Iñaki Williams,I. Williams,90922,Gana,2375,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_utEna2H.png,1,-1.7,Iñaki Williams Arthuer,-1.7,5,6.7,2,inaki-williams,7,-2.3,,1.0,,,,2.0,,,,,,,,1.0,,,,,
Kaku Romero,K. Romero,91090,Paraguai,2354,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_0eU3Ldy.png,1,0.2,Alejandro Sebastián Romero Gamarra,0.0,4,4.91,2,kaku-romero,6,0.0,,,,,,1.0,,,1.0,,,,,,,,,,
Behich,Behich,91458,Austrália,2333,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_220x220_b76U7rQ.png,1,4.7,Aziz Eraltay Behich,0.0,2,4.86,2,behich,6,0.0,,,,,,1.0,,,,,,,,,,,,1.0,
Bongonda,Bongonda,91635,RD Congo,3184,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/18/photo_FORMATO_DMf3net.png,0,0.0,Théo Bongonda Mbul'Ofeko Batombo - Mbulofeko,0.0,5,3.0,2,bongonda,6,0.0,,,,,,,,,,,,,,,,,,,
Bentancur,Bentancur,91886,Uruguai,2356,0.8568602597,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_FuzLlpd.png,2,2.3,Rodrigo Bentancur Colmán,2.4,4,5.31,2,bentancur,7,-0.3,,1.0,,,3.0,4.0,,1.0,3.0,,,,,,,,,,
Musso,Musso,91956,Argentina,2357,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/30/photo_FORMATO_aYJlf5p.png,0,0.0,Juan Agustín Musso,0.0,1,6.0,2,musso,6,0.0,,,,,,,,,,,,,,,,,,,
Crépeau,Crépeau,92088,Canadá,2361,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_igNETok.png,1,3.1,Maxime Crépeau,0.0,1,5.11,2,crepeau,7,0.0,,,,2.0,1.0,,,,,,,,1.0,,,,,,
Escobar,Escobar,92112,Panamá,3062,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_JevugWa.png,0,0.0,Fidel Escobar Mendieta,0.0,3,4.0,2,escobar,6,0.0,,,,,,,,,,,,,,,,,,,
Bárcenas,Bárcenas,92118,Panamá,3062,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_yed6utB.png,0,0.0,Edgar Yoel Bárcenas Herrera,0.0,4,5.0,2,barcenas,7,0.0,,,,,,,,,,,,,,,,,,,
Murillo,Murillo,92185,Panamá,3062,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_MTh6as5.png,0,0.0,Michael Amir Murillo Bermúdez,0.0,2,5.0,2,murillo,7,0.0,,,,,,,,,,,,,,,,,,,
Waterman,Waterman,92186,Panamá,3062,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_pVokdU5.png,0,0.0,Cecilio Alfonso Waterman Ruiz,0.0,5,4.0,2,waterman,7,0.0,,,,,,,,,,,,,,,,,,,
Olveira,Olveira,92200,Paraguai,2354,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_MPz58bH.png,0,0.0,Gastón Hernán Olveira Echeverría,0.0,1,3.0,2,olveira,6,0.0,,,,,,,,,,,,,,,,,,,
Kimmich,Kimmich,92235,Alemanha,2384,0.7,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/25/photo_FORMATO_PaMI5vf.png,2,7.0,Joshua Walter Kimmich,1.5,2,12.66,2,kimmich,7,-2.16,2.0,,,,2.0,,,,2.0,,,,,,,,,,
Baba,Baba,92255,Gana,2375,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_REW1xrR.png,1,5.0,Baba Abdul Rahman - Abdul-Rahman / Rahaman,5.0,2,4.97,2,baba,6,0.97,,,,,,,,,,,,,,,,,,1.0,
